gov_level,dataset,pdf_source,fiscal_year,estimate_type,component,amount_crore,sector,demand_no,ministry,department,category,description
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,64.23,infrastructure,87.0,Department of Scientific and Industrial Research,,,Development of Minor Ports
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,64.0,security,26.0,Department of Food and Public Distribution,,,Cyber Security Projects (NCCC & Others)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,62.0,other,15.0,Department of Consumer Affairs,,,Consumer Awareness (Advertising and Publicity)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,62.0,other,15.0,Department of Consumer Affairs,,,Consumer Awareness (Advertising and Publicity)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,60.0,other,12.0,Department of Industrial Policy and Promotion,,,"Package for Special Catagory States for Jammu and Kashmir,  Himachal Pradesh and Uttarakhand"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,60.0,education,27.0,Department of Food and Public Distribution,,,"Environmental Education, Awareness and Training"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,60.0,education,58.0,Department of Higher Education,,,Deemed Universities promoted by Central Government
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,60.0,education,64.0,Department of Higher Education,,,National Schedule Caste/Schedule Tribe Hub Centre
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,60.0,energy,90.0,Department of Empowerment of Persons with Disabilities,,,Deendayal Disabled Rehabilitation Scheme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,60.0,other,94.0,Department of Space,,,Design and Technical Upgradation Scheme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,60.0,other,94.0,Department of Space,,,National Institute of Fashion Technology (NIFT)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,60.0,other,99.0,Department of Space,,,National Youth Corps
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,capital,60.0,infrastructure,96.0,Department of Space,,,Support to National/ State Scheduled Tribes Finance and Development Corporation
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,60.0,other,12.0,Department of Industrial Policy and Promotion,,,"Package for Special Catagory States for Jammu and Kashmir,  Himachal Pradesh and Uttarakhand"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,60.0,other,16.0,Department of Food and Public Distribution,,,Storage and Godowns
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,60.0,education,27.0,Department of Food and Public Distribution,,,"Environmental Education, Awareness and Training"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,60.0,education,58.0,Department of Higher Education,,,Deemed Universities promoted by Central Government
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,60.0,education,64.0,Department of Higher Education,,,National Schedule Caste/Schedule Tribe Hub Centre
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,60.0,energy,90.0,Department of Empowerment of Persons with Disabilities,,,Deendayal Disabled Rehabilitation Scheme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,60.0,other,94.0,Department of Space,,,Design and Technical Upgradation Scheme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,60.0,other,94.0,Department of Space,,,National Institute of Fashion Technology (NIFT)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,60.0,infrastructure,96.0,Department of Space,,,Support to National/ State Scheduled Tribes Finance and Development Corporation
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,60.0,other,99.0,Department of Space,,,National Youth Corps
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,59.2,other,48.0,Department of Public Enterprises,,,314.
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,capital,56.27,education,80.0,Department of Higher Education,,,Railway Research
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,56.27,education,80.0,Department of Higher Education,,,Railway Research
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,56.0,healthcare,43.0,Department of Health Research,,,Setting up of nation wide network of laboratories for managing epidemics and national calamities
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,56.0,healthcare,43.0,Department of Health Research,,,Setting up of nation wide network of laboratories for managing epidemics and national calamities
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,54.9,education,4.0,Department of Agricultural Research and Education,,,Nuclear Power Projects
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,54.32,other,27.0,Department of Food and Public Distribution,,,Hazardous Substances Management (HSM)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,54.32,other,27.0,Department of Food and Public Distribution,,,Hazardous Substances Management (HSM)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,54.0,other,94.0,Department of Space,,,Scheme for Development of Jute Sector
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,54.0,other,94.0,Department of Space,,,Scheme for Development of Jute Sector
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,53.01,infrastructure,87.0,Department of Scientific and Industrial Research,,,Development of Major Ports
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,53.01,infrastructure,87.0,Department of Scientific and Industrial Research,,,Development of Major Ports
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,53.0,other,94.0,Department of Space,,,Other Handloom Schemes
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,53.0,other,94.0,Department of Space,,,Other Handloom Schemes
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,52.9,other,97.0,Department of Space,,,Dam Rehabilitation and Improvement Programme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,52.01,other,18.0,Department of Food and Public Distribution,,,Development of Libraries and Archives
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,52.01,other,18.0,Department of Food and Public Distribution,,,Development of Libraries and Archives
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,52.0,other,23.0,Department of Food and Public Distribution,,,Capacity Building and Publicity
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,52.0,other,23.0,Department of Food and Public Distribution,,,Capacity Building and Publicity
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,50.54,education,74.0,Department of Higher Education,,,Energy Conservation Schemes
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,50.54,education,74.0,Department of Higher Education,,,Energy Conservation Schemes
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,50.25,other,97.0,Department of Space,,,Flood Forecasting
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,50.0,education,2.0,Department of Agricultural Research and Education,,,Climate Resilient Agriculture Initiative
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,50.0,other,23.0,Department of Food and Public Distribution,,,Bodoland Territorial Council
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,50.0,other,27.0,Department of Food and Public Distribution,,,National Mission on Himalayan Studies (Funded from NCEF)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,50.0,infrastructure,31.0,Department of Financial Services,,,Support to Pradhan Mantri Jan Dhan Yojana(PMJDY)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,50.0,other,31.0,Department of Financial Services,,,Government Co-contribution to NPS under Swavalamban Scheme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,50.0,education,58.0,Department of Higher Education,,,344.  World Class Institutions
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,50.0,education,58.0,Department of Higher Education,,,Support to Skill based Higher Education including Community Colleges
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,50.0,education,60.0,Department of Higher Education,,,Social Security for Plantation Workers in Assam
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,50.0,education,64.0,Department of Higher Education,,,Coir Vikas Yojana
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,50.0,education,64.0,Department of Higher Education,,,"ASPIRE (Promotion of Innovation, Rural Industry and Entrepreneurship)"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,50.0,education,64.0,Department of Higher Education,,,Interest Subsidy Eligibility Certificate
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,50.0,agriculture_rural,82.0,Department of Rural Development,,,Grants to National Institute of Rural Development
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,50.0,education,90.0,Department of Empowerment of Persons with Disabilities,,,Information and Mass Education Cell
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,50.0,infrastructure,94.0,Department of Space,,,Marketing Support and Services
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,revenue,50.0,other,94.0,Department of Space,,,Scheme for Integrated Textile Parks (SITP)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,capital,50.0,infrastructure,11.0,Department of Commerce,,,Investment in ECGC (Export Credit Guarantee Corporation)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,50.0,education,2.0,Department of Agricultural Research and Education,,,Climate Resilient Agriculture Initiative
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,50.0,infrastructure,11.0,Department of Commerce,,,Investment in ECGC (Export Credit Guarantee Corporation)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,50.0,other,14.0,Department of Telecommunications,,,Human Resource Management
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,50.0,other,23.0,Department of Food and Public Distribution,,,Bodoland Territorial Council
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,50.0,other,27.0,Department of Food and Public Distribution,,,National Mission on Himalayan Studies (Funded from NCEF)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,50.0,infrastructure,31.0,Department of Financial Services,,,Support to Pradhan Mantri Jan Dhan Yojana(PMJDY)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,50.0,other,31.0,Department of Financial Services,,,Government Co-contribution to NPS under Swavalamban Scheme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,50.0,education,58.0,Department of Higher Education,,,344.  World Class Institutions
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,50.0,education,58.0,Department of Higher Education,,,Support to Skill based Higher Education including Community Colleges
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,50.0,education,60.0,Department of Higher Education,,,Social Security for Plantation Workers in Assam
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,50.0,education,64.0,Department of Higher Education,,,Coir Vikas Yojana
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,50.0,education,64.0,Department of Higher Education,,,"ASPIRE (Promotion of Innovation, Rural Industry and Entrepreneurship)"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,be,total,50.0,education,64.0,Department of Higher Education,,,Interest Subsidy Eligibility Certificate
